,core,degree,h,influence,u
2409,2,5,1,1.055,6298
2410,2,3,2,1.055,9425
2411,3,4,1,1.055,3210
2412,1,7,1,1.055,3252
2413,2,5,1,1.055,2070
2414,2,4,1,1.055,1296
2415,1,2,1,1.055,1579
2416,2,5,3,1.055,2805
2417,2,5,1,1.055,6029
2418,3,5,1,1.055,1935
2419,4,5,4,1.055,2866
2420,5,5,1,1.055,1483
2421,2,5,1,1.055,477
2422,4,6,4,1.054,2943
2423,3,5,1,1.054,3456
2424,3,6,1,1.054,9759
2425,5,5,5,1.054,6513
2426,5,5,5,1.054,6018
2427,2,4,1,1.054,4186
2428,1,5,1,1.054,6934
2429,5,5,1,1.054,4566
2430,3,5,1,1.054,1310
2431,3,4,1,1.054,3343
2432,2,5,2,1.054,4480
2433,3,6,3,1.054,5902
2434,3,4,1,1.054,7601
2435,3,6,1,1.054,7069
2436,3,4,1,1.054,3500
2437,2,6,1,1.054,3524
2438,2,4,2,1.054,5972
2439,5,5,1,1.054,7091
2440,1,5,2,1.054,10276
2441,3,4,1,1.054,7830
2442,5,6,1,1.054,6344
2443,3,4,1,1.054,8545
2444,2,6,1,1.054,5480
2445,4,5,1,1.054,3140
2446,2,6,1,1.054,6784
2447,1,3,2,1.054,3294
2448,6,6,1,1.054,3338
2449,2,4,3,1.054,4018
2450,3,5,3,1.054,1755
2451,2,3,2,1.054,1862
2452,2,5,1,1.054,8711
2453,2,4,1,1.054,2053
2454,3,5,3,1.054,6634
2455,2,6,1,1.054,3028
2456,1,6,2,1.054,3040
2457,3,4,3,1.054,5025
2458,2,4,1,1.054,5362
2459,5,5,5,1.054,7207
2460,5,5,5,1.054,6245
2461,1,5,1,1.054,4470
2462,2,4,3,1.054,9129
2463,4,6,5,1.054,405
2464,2,2,1,1.054,423
2465,3,5,1,1.054,5496
2466,3,5,4,1.054,2886
2467,2,6,2,1.054,6066
2468,2,5,1,1.054,2659
2469,2,6,1,1.054,1678
2470,4,5,1,1.054,3277
2471,3,4,1,1.054,9450
2472,3,5,1,1.054,2245
2473,2,5,1,1.054,5615
2474,2,4,3,1.053,7750
2475,4,4,4,1.053,6512
2476,3,5,1,1.053,6020
2477,3,5,1,1.053,3930
2478,3,4,1,1.053,5701
2479,5,5,5,1.053,2128
2480,4,5,5,1.053,7195
2481,2,5,2,1.053,2740
2482,2,5,1,1.053,7189
2483,3,4,4,1.053,7784
2484,2,5,1,1.053,6601
2485,3,5,3,1.053,296
2486,3,4,3,1.053,10014
2487,5,5,5,1.053,5996
2488,2,5,1,1.053,6306
2489,3,3,1,1.053,2398
2490,2,4,1,1.053,6923
2491,6,6,1,1.053,6235
2492,4,5,1,1.053,2977
2493,1,4,2,1.053,5205
2494,4,6,1,1.053,7186
2495,1,3,1,1.053,5404
2496,4,5,4,1.053,4226
2497,4,4,1,1.053,620
2498,1,5,2,1.053,3099
2499,4,4,1,1.053,7860
2500,2,5,3,1.053,8568
2501,4,5,1,1.053,1457
2502,4,4,1,1.053,661
2503,2,5,1,1.053,4075
2504,3,4,1,1.053,334
2505,2,5,1,1.053,5173
2506,3,5,4,1.053,6998
2507,2,5,3,1.053,1866
2508,4,5,1,1.053,5833
2509,4,5,1,1.053,78
2510,4,5,1,1.053,4144
2511,2,6,1,1.053,7941
2512,3,5,1,1.053,863
2513,3,5,3,1.053,6456
2514,3,4,1,1.053,8821
2515,5,5,1,1.053,2119
2516,5,5,1,1.053,2150
2517,1,4,2,1.053,2243
2518,2,6,1,1.053,7417
2519,4,5,1,1.053,5158
2520,2,4,1,1.053,2713
2521,2,6,1,1.053,6330
2522,5,5,1,1.053,3948
2523,2,7,1,1.053,9074
2524,5,5,5,1.053,4243
2525,3,5,3,1.053,2502
2526,5,5,5,1.053,2518
2527,5,5,5,1.053,9085
2528,4,5,1,1.053,5709
2529,4,4,1,1.053,5117
2530,3,5,4,1.053,6253
2531,4,5,1,1.053,8078
2532,4,5,4,1.053,9196
2533,3,4,1,1.053,7094
2534,5,5,1,1.053,5346
2535,3,5,4,1.053,4948
2536,2,5,1,1.053,4452
2537,3,5,3,1.053,4240
2538,2,4,2,1.053,2366
2539,2,4,1,1.053,1036
2540,3,3,3,1.053,9367
2541,4,5,1,1.053,7045
2542,2,6,1,1.053,2888
2543,2,4,1,1.053,5894
2544,3,4,1,1.053,8199
2545,2,3,1,1.053,3360
2546,1,4,2,1.053,6598
2547,1,1,1,1.053,8237
2548,3,4,1,1.053,5828
2549,3,4,1,1.053,5356
2550,2,5,1,1.053,8252
2551,4,5,1,1.053,6949
2552,3,4,1,1.053,3947
2553,2,4,1,1.053,4621
2554,3,5,3,1.052,7763
2555,3,4,1,1.052,120
2556,4,5,1,1.052,2959
2557,2,6,1,1.052,6064
2558,3,5,1,1.052,3905
2559,2,5,1,1.052,2602
2560,3,3,1,1.052,905
2561,3,5,1,1.052,6927
2562,1,5,2,1.052,7606
2563,3,4,3,1.052,6766
2564,3,4,1,1.052,2631
2565,2,5,1,1.052,2249
2566,4,4,1,1.052,2004
2567,4,4,1,1.052,2376
2568,2,4,1,1.052,8905
2569,2,4,1,1.052,2189
2570,2,4,1,1.052,790
2571,2,4,1,1.052,3285
2572,4,6,5,1.052,4187
2573,4,5,5,1.052,6274
2574,2,4,1,1.052,2412
2575,2,4,1,1.052,3510
2576,3,4,3,1.052,2440
2577,2,4,1,1.052,6307
2578,4,4,1,1.052,7526
2579,4,4,1,1.052,959
2580,2,5,2,1.052,6373
2581,3,3,1,1.052,3111
2582,3,6,4,1.052,5202
2583,3,4,1,1.052,1071
2584,4,6,1,1.052,6660
2585,4,5,4,1.052,5299
2586,4,5,4,1.052,7320
2587,3,5,1,1.052,4517
2588,4,5,1,1.052,7114
2589,4,5,1,1.052,3157
2590,2,6,1,1.052,6616
2591,3,3,1,1.052,1218
2592,3,4,3,1.052,254
2593,2,5,1,1.052,4108
2594,5,5,5,1.052,7559
2595,2,5,2,1.051,2420
2596,2,4,2,1.051,273
2597,5,5,1,1.051,4381
2598,3,5,3,1.051,3375
2599,5,5,5,1.051,8402
2600,5,5,1,1.051,10113
2601,2,2,1,1.051,5176
2602,2,4,2,1.051,6788
2603,3,5,1,1.051,3274
2604,1,5,1,1.051,323
2605,2,5,2,1.051,6812
2606,3,4,1,1.051,8700
2607,2,3,2,1.051,2674
2608,4,4,1,1.051,1
2609,4,5,4,1.051,1333
2610,3,5,1,1.051,804
2611,3,4,1,1.051,6833
2612,2,5,3,1.051,6313
2613,3,3,1,1.051,7234
2614,3,4,4,1.051,3786
2615,2,5,1,1.051,3938
2616,2,3,3,1.051,9111
2617,3,4,1,1.051,935
2618,5,6,5,1.051,9161
2619,3,4,1,1.051,8084
2620,4,5,4,1.051,219
2621,3,6,1,1.051,6119
2622,3,5,3,1.051,6684
2623,3,4,1,1.051,9290
2624,2,5,1,1.051,1673
2625,2,5,2,1.051,2942
2626,2,4,1,1.051,5048
2627,4,4,1,1.051,7092
2628,1,3,1,1.051,5046
2629,2,5,1,1.051,7306
2630,2,4,3,1.051,5906
2631,2,5,1,1.051,1655
2632,2,5,1,1.05,2301
2633,3,5,1,1.05,4617
2634,3,5,4,1.05,3882
2635,1,4,1,1.05,4394
2636,2,5,1,1.05,4201
2637,3,5,1,1.05,6562
2638,5,5,1,1.05,7138
2639,3,3,3,1.05,9999
2640,3,4,3,1.05,2344
2641,2,5,3,1.05,1378
2642,1,3,1,1.05,2186
2643,5,5,5,1.05,1392
2644,3,3,1,1.05,554
2645,3,4,4,1.05,7458
2646,2,5,1,1.05,5501
2647,3,4,1,1.05,630
2648,4,4,4,1.05,7276
2649,2,5,1,1.05,5695
2650,2,4,1,1.05,2169
2651,2,4,1,1.05,4248
2652,3,4,1,1.05,2023
2653,3,5,3,1.05,3153
2654,2,5,3,1.05,7298
2655,4,5,4,1.05,7229
2656,5,6,5,1.05,1984
2657,2,5,3,1.05,4558
2658,2,4,1,1.05,5037
2659,3,5,1,1.05,1205
2660,3,4,1,1.05,3050
2661,2,4,1,1.05,3080
2662,2,4,1,1.05,4954
2663,2,5,1,1.05,5614
2664,4,5,1,1.05,4785
2665,3,4,3,1.05,1763
2666,5,5,5,1.05,4712
2667,2,5,1,1.05,1804
2668,2,4,1,1.05,5929
2669,3,5,3,1.05,6995
2670,3,5,1,1.05,969
2671,2,2,1,1.05,8088
2672,2,4,1,1.05,4595
2673,4,4,4,1.05,1703
2674,3,3,1,1.05,4053
2675,2,4,1,1.05,5583
2676,4,4,4,1.05,3259
2677,4,4,4,1.05,6437
2678,2,2,1,1.05,1199
2679,3,5,3,1.049,9771
2680,2,4,1,1.049,3160
2681,4,4,4,1.049,9808
2682,1,3,2,1.049,1286
2683,3,3,1,1.049,4178
2684,2,5,2,1.049,5377
2685,2,3,1,1.049,4744
2686,2,4,1,1.049,5795
2687,2,3,1,1.049,9977
2688,2,4,1,1.049,4528
2689,3,4,1,1.049,7157
2690,2,5,2,1.049,7319
2691,2,4,2,1.049,10078
2692,3,5,4,1.049,131
2693,3,5,1,1.049,5439
2694,4,4,4,1.049,10171
2695,2,5,3,1.049,6265
2696,2,4,1,1.049,3643
2697,2,2,1,1.049,5579
2698,3,4,4,1.049,7847
2699,1,6,1,1.049,5722
2700,3,6,3,1.049,1773
2701,4,5,1,1.049,3448
2702,2,5,1,1.049,2473
2703,2,5,2,1.049,6509
2704,1,3,2,1.049,1896
2705,3,4,3,1.049,2636
2706,2,4,3,1.049,8746
2707,2,4,1,1.049,1951
2708,3,3,1,1.049,1999
2709,3,5,3,1.049,4874
2710,2,4,1,1.049,6350
2711,2,4,3,1.049,4593
2712,1,4,1,1.049,3617
2713,4,4,4,1.049,4141
2714,4,4,1,1.049,3962
2715,3,5,4,1.049,4135
2716,2,5,1,1.049,188
2717,5,5,5,1.049,3314
2718,1,4,2,1.049,4565
2719,2,5,3,1.049,2986
2720,5,5,5,1.049,2528
2721,2,5,2,1.049,5190
2722,3,3,1,1.049,8054
2723,3,3,3,1.049,5827
2724,2,4,1,1.049,8097
2725,3,4,1,1.049,9255
2726,2,4,1,1.049,1947
2727,3,5,1,1.049,3934
2728,3,5,1,1.049,5133
2729,2,4,1,1.049,2247
2730,4,5,4,1.049,6259
2731,4,5,1,1.049,6754
2732,3,3,1,1.049,1710
2733,1,4,1,1.049,3455
2734,2,4,1,1.049,3237
2735,3,5,3,1.049,3821
2736,3,3,1,1.049,1112
2737,3,4,1,1.049,3319
2738,4,5,4,1.049,7746
2739,2,5,1,1.048,6652
2740,6,6,6,1.048,5899
2741,2,3,1,1.048,4422
2742,2,6,1,1.048,1261
2743,2,4,2,1.048,5008
2744,2,5,2,1.048,7295
2745,2,4,1,1.048,1346
2746,3,4,1,1.048,1575
2747,2,6,3,1.048,8353
2748,2,4,2,1.048,4476
2749,3,5,1,1.048,6993
2750,3,3,1,1.048,1350
2751,3,6,3,1.048,7591
2752,3,4,1,1.048,8399
2753,2,5,3,1.048,3782
2754,2,5,1,1.048,7343
2755,3,3,1,1.048,6602
2756,1,3,1,1.048,15
2757,3,3,1,1.048,6981
2758,3,4,1,1.048,6523
2759,3,5,3,1.048,7611
2760,1,4,2,1.048,1586
2761,3,5,1,1.048,6005
2762,2,5,3,1.048,6851
2763,3,3,1,1.048,5467
2764,4,4,1,1.048,7471
2765,3,4,1,1.048,7472
2766,1,5,1,1.048,1887
2767,2,4,1,1.048,7903
2768,3,3,1,1.048,4056
2769,3,4,1,1.048,8748
2770,3,5,1,1.048,600
2771,3,4,3,1.048,6111
2772,2,3,1,1.048,3032
2773,3,6,5,1.048,6287
2774,3,3,1,1.048,1836
2775,3,4,4,1.048,8946
2776,3,5,1,1.048,1676
2777,3,4,4,1.048,5741
2778,5,5,5,1.048,4257
2779,3,4,1,1.048,4490
2780,4,4,4,1.048,2385
2781,4,4,4,1.048,4468
2782,3,4,3,1.048,382
2783,3,5,1,1.048,9030
2784,3,5,5,1.048,9037
2785,3,3,1,1.048,4210
2786,3,5,3,1.048,7296
2787,2,4,2,1.048,2756
2788,3,4,3,1.048,5890
2789,2,4,1,1.048,6813
2790,5,5,5,1.048,911
2791,2,4,1,1.048,2051
2792,3,4,1,1.048,2940
2793,3,5,1,1.048,3316
2794,1,3,1,1.048,7040
2795,3,3,3,1.048,3704
2796,4,4,4,1.048,3038
2797,1,5,1,1.048,3250
2798,4,4,4,1.048,8168
2799,3,4,4,1.048,4920
2800,3,6,1,1.048,5947
2801,3,5,1,1.048,5208
2802,1,5,2,1.048,1812
2803,1,3,1,1.048,5771
2804,3,4,1,1.048,6879
2805,2,4,1,1.048,3771
2806,1,4,1,1.048,5992
2807,4,6,1,1.048,6824
2808,3,5,1,1.048,1201
2809,2,5,1,1.048,6227
2810,3,4,1,1.047,5825
2811,2,3,1,1.047,6706
2812,2,4,1,1.047,6792
2813,2,4,2,1.047,6325
2814,3,5,3,1.047,5019
2815,3,4,1,1.047,5131
2816,2,5,1,1.047,5296
2817,2,2,1,1.047,7780
2818,2,5,3,1.047,9945
2819,2,4,1,1.047,542
2820,2,3,2,1.047,4549
2821,1,4,1,1.047,7249
2822,2,2,1,1.047,8427
2823,3,5,1,1.047,5207
2824,3,4,3,1.047,3622
2825,1,5,3,1.047,8509
2826,3,5,4,1.047,6809
2827,3,3,1,1.047,6215
2828,2,4,1,1.047,1675
2829,2,4,1,1.047,1225
2830,1,1,1,1.047,10569
2831,3,4,1,1.047,2470
2832,2,4,3,1.047,5631
2833,3,3,1,1.047,6895
2834,2,4,2,1.047,7894
2835,5,6,1,1.047,7255
2836,3,3,1,1.047,1841
2837,5,5,5,1.047,8737
2838,2,3,1,1.047,1937
2839,1,2,1,1.047,4450
2840,1,4,2,1.047,5470
2841,2,5,2,1.047,4518
2842,2,4,3,1.047,6114
2843,3,4,1,1.047,7256
2844,3,4,3,1.047,8896
2845,2,3,1,1.047,3303
2846,2,6,3,1.047,2899
2847,4,4,1,1.047,8001
2848,2,3,1,1.047,2411
2849,3,3,3,1.047,2433
2850,3,4,3,1.047,3873
2851,3,5,3,1.047,4449
2852,2,5,1,1.047,6541
2853,4,5,1,1.047,6402
2854,3,4,3,1.047,7431
2855,2,3,1,1.047,6631
2856,2,4,1,1.047,1571
2857,2,6,1,1.047,6284
2858,2,4,2,1.047,5149
2859,2,3,1,1.047,2855
2860,4,4,1,1.047,1712
2861,2,5,3,1.047,6764
2862,2,4,3,1.047,7718
2863,3,4,1,1.047,5374
2864,2,5,1,1.047,6411
2865,2,5,1,1.047,5726
2866,3,5,1,1.047,1164
2867,2,4,1,1.047,7743
2868,2,2,2,1.046,9668
2869,4,5,1,1.046,6840
2870,2,4,1,1.046,9669
2871,4,4,4,1.046,490
2872,3,5,1,1.046,2349
2873,4,4,1,1.046,1500
2874,2,4,1,1.046,3878
2875,3,4,3,1.046,6182
2876,2,3,1,1.046,524
2877,3,3,1,1.046,9912
2878,2,5,1,1.046,6186
2879,1,3,2,1.046,1422
2880,4,4,4,1.046,5776
2881,2,4,1,1.046,1567
2882,3,4,1,1.046,6228
2883,1,4,1,1.046,3315
2884,5,5,5,1.046,7852
2885,2,4,3,1.046,6946
2886,2,2,1,1.046,6170
2887,3,3,1,1.046,3818
2888,2,3,1,1.046,10566
2889,2,3,1,1.046,3681
2890,2,3,1,1.046,8643
2891,2,4,2,1.046,710
2892,4,5,1,1.046,6421
2893,2,3,1,1.046,2064
2894,2,5,1,1.046,361
2895,3,4,1,1.046,794
2896,2,4,3,1.046,4687
2897,4,4,4,1.046,782
2898,4,4,4,1.046,4769
2899,4,4,4,1.046,801
2900,2,4,3,1.046,6149
2901,2,3,1,1.046,7110
2902,2,5,2,1.046,6422
2903,2,4,1,1.046,2912
2904,2,4,2,1.046,1867
2905,2,3,1,1.046,2458
2906,5,5,5,1.046,9089
2907,5,5,5,1.046,7281
2908,3,4,1,1.046,9120
2909,3,4,1,1.046,3501
2910,1,3,1,1.046,2741
2911,1,4,2,1.046,2825
2912,3,3,3,1.046,5862
2913,1,3,2,1.046,9309
2914,5,5,1,1.046,5497
2915,2,4,1,1.046,6772
2916,3,4,1,1.046,4039
2917,4,5,1,1.046,3180
2918,3,4,1,1.046,458
2919,4,5,1,1.046,2736
2920,1,3,1,1.046,8248
2921,2,5,2,1.046,6876
2922,3,4,4,1.045,9676
2923,2,4,1,1.045,5860
2924,3,3,1,1.045,8319
2925,1,4,1,1.045,4128
2926,3,4,1,1.045,8323
2927,4,5,5,1.045,6051
2928,1,3,1,1.045,1309
2929,1,4,1,1.045,4266
2930,2,4,1,1.045,1322
2931,4,5,1,1.045,294
2932,1,3,1,1.045,4462
2933,3,3,3,1.045,7817
2934,3,4,1,1.045,5217
2935,4,4,1,1.045,176
2936,3,3,3,1.045,7083
2937,2,4,1,1.045,101
2938,1,5,1,1.045,1617
2939,4,4,4,1.045,2313
2940,3,4,1,1.045,349
2941,3,4,1,1.045,1781
2942,3,4,1,1.045,8670
2943,2,3,1,1.045,3705
2944,2,4,3,1.045,5331
2945,3,4,1,1.045,1978
2946,3,4,1,1.045,2295
2947,3,4,3,1.045,2168
2948,3,4,1,1.045,5186
2949,4,4,1,1.045,5956
2950,4,5,5,1.045,4709
2951,2,4,1,1.045,8029
2952,3,4,1,1.045,6681
2953,3,4,1,1.045,4953
2954,2,4,1,1.045,192
2955,3,5,3,1.045,8119
2956,1,3,1,1.045,9329
2957,3,3,3,1.045,2978
2958,5,5,1,1.045,5679
2959,3,4,1,1.045,4546
2960,5,6,1,1.045,8185
2961,2,3,1,1.045,5029
2962,2,4,2,1.045,1794
2963,2,2,1,1.045,7731
2964,2,4,2,1.045,1125
2965,3,4,1,1.045,3539
2966,5,5,1,1.045,6803
2967,2,5,1,1.045,8259
2968,3,3,1,1.045,4646
2969,2,4,1,1.044,7752
2970,2,4,3,1.044,7755
2971,3,3,3,1.044,5293
2972,2,3,1,1.044,8276
2973,2,4,1,1.044,3854
2974,2,4,3,1.044,2082
2975,2,3,2,1.044,9821
2976,2,4,1,1.044,8326
2977,2,2,1,1.044,7778
2978,2,3,1,1.044,4350
2979,3,4,1,1.044,6596
2980,2,3,1,1.044,4455
2981,5,5,5,1.044,6864
2982,3,4,1,1.044,1432
2983,3,4,1,1.044,5623
2984,3,3,1,1.044,586
2985,4,4,4,1.044,597
2986,3,4,1,1.044,10217
2987,2,4,3,1.044,1559
2988,4,4,1,1.044,6561
2989,1,4,1,1.044,4426
2990,1,2,2,1.044,6497
2991,2,5,1,1.044,7403
2992,3,3,3,1.044,8639
2993,2,4,1,1.044,662
2994,2,3,1,1.044,331
2995,1,1,1,1.044,681
2996,2,4,3,1.044,685
2997,2,4,1,1.044,33
2998,2,3,3,1.044,7931
2999,2,4,1,1.044,4907
3000,2,4,2,1.044,7497
3001,2,3,1,1.044,2052
3002,2,3,1,1.044,5592
3003,2,3,2,1.044,7665
3004,3,3,1,1.044,7666
3005,1,5,2,1.044,4173
3006,2,4,1,1.044,2255
3007,4,4,1,1.044,6839
3008,3,3,1,1.044,2731
3009,1,4,1,1.044,8985
3010,2,3,1,1.044,2377
3011,4,4,1,1.044,7419
3012,3,4,1,1.044,6472
3013,2,5,3,1.044,5313
3014,2,4,1,1.044,5610
3015,2,4,3,1.044,3067
3016,1,5,1,1.044,2478
3017,2,4,2,1.044,8035
3018,2,5,1,1.044,4074
3019,2,4,2,1.044,4922
3020,3,4,1,1.044,949
3021,2,3,1,1.044,4789
3022,3,4,1,1.044,956
3023,2,5,3,1.044,7433
3024,3,3,1,1.044,2967
3025,2,3,2,1.044,9333
3026,2,4,1,1.044,5045
3027,2,3,3,1.044,5195
3028,3,4,1,1.044,8188
3029,1,4,1,1.044,6590
3030,2,4,1,1.044,5751
3031,2,4,1,1.043,480
3032,3,4,4,1.043,5506
3033,2,4,1,1.043,3272
3034,1,3,1,1.043,4645
3035,2,4,3,1.043,6709
3036,3,3,1,1.043,4008
3037,4,4,1,1.043,7137
3038,2,4,1,1.043,281
3039,4,4,1,1.043,4917
3040,5,5,1,1.043,1318
3041,3,4,1,1.043,6007
3042,4,4,1,1.043,4547
3043,3,5,1,1.043,3007
3044,2,2,1,1.043,7805
3045,3,5,1,1.043,2811
3046,3,3,1,1.043,7053
3047,3,3,3,1.043,8493
3048,4,4,1,1.043,1624
3049,3,4,1,1.043,2354
3050,4,5,4,1.043,6251
3051,3,4,4,1.043,2786
3052,3,3,1,1.043,6365
3053,2,2,1,1.043,7241
3054,2,3,1,1.043,3290
3055,3,3,1,1.043,4427
3056,2,2,1,1.043,1525
3057,3,4,1,1.043,741
3058,4,4,4,1.043,2017
3059,3,3,1,1.043,740
3060,3,4,1,1.043,8843
3061,6,6,6,1.043,2623
3062,3,5,1,1.043,4711
3063,3,5,3,1.043,4368
3064,3,3,1,1.043,3416
3065,2,3,3,1.043,797
3066,2,2,1,1.043,835
3067,1,3,1,1.043,3891
3068,2,3,1,1.043,9061
3069,2,4,2,1.043,389
3070,2,4,2,1.043,7204
3071,3,4,3,1.043,2998
3072,4,4,1,1.043,8060
3073,1,4,1,1.043,659
3074,1,3,1,1.043,1477
3075,2,4,3,1.043,2597
3076,3,4,3,1.043,6085
3077,1,4,1,1.043,207
3078,2,4,1,1.043,6941
3079,3,3,1,1.043,833
3080,2,5,2,1.043,9334
3081,2,2,1,1.043,8148
3082,2,4,2,1.043,737
3083,3,4,4,1.043,5511
3084,1,4,3,1.043,3086
3085,4,4,4,1.043,8166
3086,1,3,1,1.043,3342
3087,3,3,1,1.043,9424
3088,2,3,2,1.043,3742
3089,3,4,1,1.043,3506
3090,2,3,1,1.043,5120
3091,2,4,1,1.043,1111
3092,3,4,1,1.043,461
3093,2,3,1,1.043,6441
3094,3,4,1,1.043,1874
3095,4,4,4,1.043,23
3096,2,3,1,1.043,3536
3097,2,4,2,1.043,2626
3098,2,3,2,1.043,1192
3099,2,2,1,1.043,9639
3100,4,4,1,1.042,5967
3101,3,4,4,1.042,3942
3102,5,5,5,1.042,4309
3103,2,4,1,1.042,7574
3104,1,4,1,1.042,1094
3105,2,4,4,1.042,8331
3106,3,4,3,1.042,165
3107,1,4,1,1.042,7792
3108,2,4,1,1.042,652
3109,2,3,1,1.042,5314
3110,3,4,1,1.042,3327
3111,1,1,1,1.042,4932
3112,4,4,4,1.042,4955
3113,2,4,1,1.042,305
3114,2,3,1,1.042,1533
3115,3,4,1,1.042,1543
3116,1,1,1,1.042,5830
3117,4,4,1,1.042,6749
3118,2,3,1,1.042,6983
3119,1,3,1,1.042,699
3120,5,5,1,1.042,4523
3121,4,4,1,1.042,7220
3122,2,3,1,1.042,7869
3123,3,4,1,1.042,645
3124,2,4,1,1.042,6193
3125,1,2,1,1.042,7325
3126,1,3,2,1.042,1800
3127,3,4,3,1.042,6892
3128,2,3,1,1.042,159
3129,2,5,2,1.042,6621
3130,2,4,1,1.042,6128
3131,2,4,1,1.042,164
3132,2,4,2,1.042,1746
3133,2,3,2,1.042,1878
3134,2,3,2,1.042,351
3135,2,5,1,1.042,8790
3136,3,3,3,1.042,4258
3137,3,4,1,1.042,2707
3138,2,4,1,1.042,2374
3139,3,4,1,1.042,7659
3140,3,3,3,1.042,8858
3141,2,4,3,1.042,2826
3142,3,4,1,1.042,772
3143,4,4,4,1.042,7977
3144,4,4,4,1.042,2221
3145,4,4,4,1.042,8914
3146,3,4,1,1.042,3141
3147,2,3,1,1.042,637
3148,3,4,1,1.042,8958
3149,2,4,2,1.042,4387
3150,3,4,1,1.042,4431
3151,2,3,2,1.042,5168
3152,3,4,1,1.042,2476
3153,2,5,1,1.042,4003
3154,2,4,1,1.042,6158
3155,1,3,1,1.042,7518
3156,4,4,1,1.042,5782
3157,1,2,1,1.042,2705
3158,3,4,3,1.042,1041
3159,2,3,1,1.042,2934
3160,3,3,3,1.042,9342
3161,3,4,3,1.042,5071
3162,3,4,1,1.042,8152
3163,3,4,1,1.042,3341
3164,2,3,1,1.042,9387
3165,4,4,4,1.042,6175
3166,3,4,1,1.042,8175
3167,1,4,2,1.042,6312
3168,2,3,1,1.042,3974
3169,3,3,1,1.042,6539
3170,3,4,3,1.042,5284
3171,4,5,1,1.041,482
3172,3,3,3,1.041,3862
3173,4,4,4,1.041,6826
3174,1,4,1,1.041,5090
3175,2,3,3,1.041,4133
3176,3,3,1,1.041,1277
3177,4,4,4,1.041,4447
3178,3,5,1,1.041,2162
3179,3,5,3,1.041,7584
3180,3,3,3,1.041,288
3181,2,4,1,1.041,2060
3182,1,4,1,1.041,8380
3183,4,4,4,1.041,1364
3184,2,3,1,1.041,8397
3185,1,3,1,1.041,551
3186,2,2,1,1.041,8451
3187,2,3,1,1.041,1519
3188,1,2,1,1.041,8490
3189,1,3,1,1.041,1844
3190,2,3,2,1.041,6016
3191,2,4,2,1.041,5020
3192,3,3,3,1.041,5652
3193,1,3,1,1.041,6841
3194,3,5,4,1.041,4982
3195,1,4,1,1.041,6658
3196,3,4,1,1.041,5629
3197,2,4,1,1.041,8528
3198,1,3,1,1.041,5697
3199,1,1,1,1.041,10571
3200,1,3,1,1.041,2514
3201,2,4,1,1.041,6612
3202,2,4,1,1.041,5792
3203,3,3,3,1.041,4118
3204,3,4,1,1.041,2360
3205,3,4,1,1.041,4437
3206,3,3,3,1.041,2242
3207,2,3,2,1.041,6248
3208,3,4,4,1.041,2694
3209,4,4,1,1.041,8693
3210,4,4,1,1.041,7644
3211,4,5,4,1.041,7196
3212,2,4,3,1.041,7242
3213,1,4,1,1.041,7246
3214,2,4,3,1.041,4241
3215,3,4,4,1.041,1121
3216,3,4,1,1.041,4076
3217,2,2,1,1.041,2962
3218,3,3,3,1.041,2367
3219,3,3,1,1.041,7269
3220,1,2,1,1.041,7667
3221,1,2,1,1.041,3066
3222,2,5,3,1.041,5164
3223,4,4,4,1.041,5471
3224,2,5,2,1.041,6013
3225,2,5,1,1.041,2288
3226,2,2,1,1.041,2325
3227,1,3,1,1.041,7226
3228,3,5,3,1.041,6885
3229,2,3,1,1.041,4823
3230,2,3,2,1.041,2733
3231,3,3,1,1.041,4949
3232,2,4,1,1.041,9197
3233,2,3,3,1.041,962
3234,2,4,2,1.041,8086
3235,3,3,1,1.041,2768
3236,2,4,2,1.041,2550
3237,3,4,3,1.041,2046
3238,3,4,4,1.041,3736
3239,2,2,1,1.041,2887
3240,2,3,1,1.041,8120
3241,2,4,2,1.041,8135
3242,3,3,3,1.041,6033
3243,3,4,4,1.041,4136
3244,3,4,4,1.041,6567
3245,3,4,4,1.041,6188
3246,2,3,1,1.041,6807
3247,1,4,1,1.041,1596
3248,3,4,3,1.041,4810
3249,3,3,1,1.041,4502
3250,2,3,1,1.041,4715
3251,3,3,1,1.041,468
3252,3,4,3,1.041,3134
3253,4,4,4,1.041,7352
3254,3,4,1,1.041,1960
3255,2,4,2,1.04,3869
3256,4,4,1,1.04,6273
3257,2,3,1,1.04,6093
3258,1,3,1,1.04,276
3259,2,3,1,1.04,4022
3260,2,3,1,1.04,4036
3261,3,5,1,1.04,2862
3262,1,5,1,1.04,8320
3263,1,2,1,1.04,9797
3264,4,4,4,1.04,4152
3265,2,3,1,1.04,5942
3266,2,2,1,1.04,517
3267,2,4,1,1.04,1294
3268,3,4,1,1.04,125
3269,3,3,1,1.04,2205
3270,1,3,1,1.04,3840
3271,2,5,1,1.04,1331
3272,3,4,3,1.04,4661
3273,1,3,1,1.04,8376
3274,3,4,3,1.04,6994
3275,1,3,1,1.04,6453
3276,1,4,2,1.04,6747
3277,2,4,2,1.04,1399
3278,1,3,1,1.04,8424
3279,3,5,4,1.04,7456
3280,3,4,1,1.04,2582
3281,3,3,1,1.04,2662
3282,1,2,1,1.04,10251
3283,4,4,4,1.04,5994
3284,2,4,1,1.04,5644
3285,4,4,1,1.04,1658
3286,2,2,1,1.04,6385
3287,2,4,1,1.04,5325
