,core,degree,h,influence,u
993,1,1,1,1.017,35
994,1,1,1,1.017,799
995,1,1,1,1.017,971
996,1,1,1,1.016,802
997,2,2,2,1.016,1087
998,1,1,1,1.016,721
999,1,1,1,1.016,669
1000,1,1,1,1.016,518
1001,1,1,1,1.016,1029
1002,2,2,1,1.016,248
1003,1,1,1,1.016,174
1004,1,1,1,1.016,1051
1005,1,1,1,1.016,1108
1006,1,1,1,1.016,487
1007,1,1,1,1.016,948
1008,1,1,1,1.015,1115
1009,1,1,1,1.015,969
1010,1,1,1,1.015,260
1011,1,1,1,1.015,915
1012,1,1,1,1.015,1121
1013,2,2,1,1.015,1048
1014,2,2,1,1.015,179
1015,1,1,1,1.015,804
1016,1,1,1,1.015,525
1017,1,1,1,1.014,1110
1018,1,1,1,1.014,947
1019,1,1,1,1.014,856
1020,1,1,1,1.014,1056
1021,1,1,1,1.014,1017
1022,1,1,1,1.014,757
1023,1,1,1,1.014,954
1024,1,1,1,1.014,970
1025,1,1,1,1.014,1032
1026,1,1,1,1.014,636
1027,1,1,1,1.014,1102
1028,1,1,1,1.014,908
1029,1,1,1,1.014,1113
1030,1,1,1,1.013,965
1031,1,1,1,1.013,1028
1032,1,1,1,1.013,110
1033,1,1,1,1.013,1027
1034,1,1,1,1.013,758
1035,2,2,1,1.013,1050
1036,1,1,1,1.013,373
1037,1,1,1,1.013,1091
1038,1,1,1,1.013,1101
1039,1,1,1,1.012,1106
1040,1,1,1,1.012,615
1041,1,1,1,1.012,423
1042,1,1,1,1.012,750
1043,1,1,1,1.012,1109
1044,1,1,1,1.012,872
1045,1,1,1,1.012,999
1046,1,1,1,1.012,501
1047,1,1,1,1.012,716
1048,1,1,1,1.012,1125
1049,1,1,1,1.012,1119
1050,1,1,1,1.012,1081
1051,1,1,1,1.012,778
1052,1,1,1,1.012,976
1053,1,1,1,1.012,515
1054,1,1,1,1.012,958
1055,1,1,1,1.012,1070
1056,1,1,1,1.012,955
1057,1,1,1,1.012,844
1058,1,1,1,1.012,900
1059,1,1,1,1.012,851
1060,1,1,1,1.011,1116
1061,1,1,1,1.011,1058
1062,1,1,1,1.011,1130
1063,1,1,1,1.011,1092
1064,1,1,1,1.011,1105
1065,1,1,1,1.011,905
1066,1,1,1,1.011,666
1067,1,1,1,1.011,1063
1068,1,1,1,1.011,293
1069,1,1,1,1.011,1014
1070,1,1,1,1.011,1118
1071,1,1,1,1.011,916
1072,1,1,1,1.011,781
1073,2,2,1,1.011,1089
1074,1,1,1,1.011,1100
1075,1,1,1,1.011,762
1076,1,1,1,1.011,574
1077,1,1,1,1.011,462
1078,1,1,1,1.011,36
1079,1,1,1,1.011,1080
1080,1,1,1,1.011,678
1081,1,1,1,1.01,1117
1082,1,1,1,1.01,803
1083,1,1,1,1.01,582
1084,1,1,1,1.01,1071
1085,1,1,1,1.01,634
1086,1,1,1,1.01,1041
1087,1,1,1,1.01,831
1088,1,1,1,1.01,857
1089,1,1,1,1.01,855
1090,1,1,1,1.009,1107
1091,1,1,1,1.009,549
1092,1,1,1,1.009,1073
1093,1,1,1,1.009,1005
1094,1,1,1,1.009,1098
1095,1,1,1,1.009,34
1096,1,1,1,1.009,1084
1097,1,1,1,1.009,842
1098,1,1,1,1.009,866
1099,1,1,1,1.008,1075
1100,1,1,1,1.008,689
1101,1,1,1,1.008,1128
1102,1,1,1,1.008,1123
1103,1,1,1,1.008,1076
1104,1,1,1,1.008,492
1105,1,1,1,1.008,627
1106,1,1,1,1.008,788
1107,1,1,1,1.008,618
1108,1,1,1,1.008,1055
1109,1,1,1,1.008,1120
1110,1,1,1,1.008,1020
1111,1,1,1,1.007,829
1112,1,1,1,1.007,617
1113,1,1,1,1.007,972
1114,1,1,1,1.007,990
1115,1,1,1,1.007,1127
1116,1,1,1,1.007,1011
1117,1,1,1,1.007,1090
1118,1,1,1,1.007,917
1119,1,1,1,1.006,1126
1120,1,1,1,1.006,1131
1121,1,1,1,1.006,1103
1122,1,1,1,1.006,1039
1123,1,1,1,1.006,896
1124,1,1,1,1.006,784
1125,1,1,1,1.006,1093
1126,1,1,1,1.006,1114
1127,1,1,1,1.006,1132
1128,1,1,1,1.005,861
1129,1,1,1,1.005,1129
1130,1,1,1,1.005,739
1131,1,1,1,1.005,963
1132,1,1,1,1.003,875
